name,email,phone,company,role,status,value,niche_key,niche,city,website,notes
El Rápido,hola@elrapido.cl,,El Rápido,Recepción,lead,0,restaurants,Restaurants & Gastronomy,santiago,elrapido.cl,"{""city"": ""santiago"", ""niche"": ""restaurants"", ""website"": ""elrapido.cl"", ""page"": ""companies/santiago/el-rápido.html"", ""vertical"": ""Restaurants""}"
Comedy Restobar,info@comedy.cl,,Comedy Restobar,Restaurants & Gastronomy — Santiago,lead,0,restaurants,Restaurants & Gastronomy,santiago,comedy.cl,"{""city"": ""santiago"", ""niche"": ""restaurants"", ""website"": ""comedy.cl"", ""page"": ""companies/santiago/comedy-restobar.html"", ""vertical"": ""Restaurants""}"
Comedy Restobar,contacto@comedy.cl,,Comedy Restobar,Dueño/a,lead,0,restaurants,Restaurants & Gastronomy,santiago,comedy.cl,"{""city"": ""santiago"", ""niche"": ""restaurants"", ""website"": ""comedy.cl"", ""page"": ""companies/santiago/comedy-restobar.html"", ""vertical"": ""Restaurants""}"
Comedy Restobar,ventas@comedy.cl,,Comedy Restobar,Gerente de Ventas,lead,0,restaurants,Restaurants & Gastronomy,santiago,comedy.cl,"{""city"": ""santiago"", ""niche"": ""restaurants"", ""website"": ""comedy.cl"", ""page"": ""companies/santiago/comedy-restobar.html"", ""vertical"": ""Restaurants""}"
Comedy Restobar,admin@comedy.cl,,Comedy Restobar,Administrador/a,lead,0,restaurants,Restaurants & Gastronomy,santiago,comedy.cl,"{""city"": ""santiago"", ""niche"": ""restaurants"", ""website"": ""comedy.cl"", ""page"": ""companies/santiago/comedy-restobar.html"", ""vertical"": ""Restaurants""}"
Comedy Restobar,hola@comedy.cl,,Comedy Restobar,Recepción,lead,0,restaurants,Restaurants & Gastronomy,santiago,comedy.cl,"{""city"": ""santiago"", ""niche"": ""restaurants"", ""website"": ""comedy.cl"", ""page"": ""companies/santiago/comedy-restobar.html"", ""vertical"": ""Restaurants""}"
Clinvet Veterinaria,clinvetrecepcion@gmail.com,+56 2 3339 7184 /,Clinvet Veterinaria,Health & Medical — Santiago,lead,0,health,Health & Medical,santiago,clinvet.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""clinvet.cl"", ""page"": ""companies/santiago/clinvet-veterinaria.html"", ""vertical"": ""Health""}"
Centro Veterinario Ñuñoa,centroveterinarionunoa@gmail.com,+56 2 2848 8012 /,Centro Veterinario Ñuñoa,Health & Medical — Santiago,lead,0,health,Health & Medical,santiago,cvetnunoa.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""cvetnunoa.cl"", ""page"": ""companies/santiago/centro-veterinario-ñuñoa.html"", ""vertical"": ""Health""}"
Clínica Veterinaria Providencia,clinicaveterinariaprovidencia@gmail.com,+56 2 2235 5855,Clínica Veterinaria Providencia,Health & Medical — Santiago,lead,0,health,Health & Medical,santiago,veterinariaprovidencia.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""veterinariaprovidencia.cl"", ""page"": ""companies/santiago/clínica-veterinaria-providencia.html"", ""vertical"": ""Health""}"
Clínica Veterinaria Macul,info@clinicaveterinariamacul.cl,+56 2 2238 6440,Clínica Veterinaria Macul,Health & Medical — Santiago,lead,0,health,Health & Medical,santiago,clinicaveterinariamacul.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""clinicaveterinariamacul.cl"", ""page"": ""companies/santiago/clínica-veterinaria-macul.html"", ""vertical"": ""Health""}"
Clínica Veterinaria Macul,contacto@clinicaveterinariamacul.cl,+56 2 2238 6440,Clínica Veterinaria Macul,Dueño/a,lead,0,health,Health & Medical,santiago,clinicaveterinariamacul.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""clinicaveterinariamacul.cl"", ""page"": ""companies/santiago/clínica-veterinaria-macul.html"", ""vertical"": ""Health""}"
Clínica Veterinaria Macul,ventas@clinicaveterinariamacul.cl,+56 2 2238 6440,Clínica Veterinaria Macul,Gerente de Ventas,lead,0,health,Health & Medical,santiago,clinicaveterinariamacul.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""clinicaveterinariamacul.cl"", ""page"": ""companies/santiago/clínica-veterinaria-macul.html"", ""vertical"": ""Health""}"
Clínica Veterinaria Macul,admin@clinicaveterinariamacul.cl,+56 2 2238 6440,Clínica Veterinaria Macul,Administrador/a,lead,0,health,Health & Medical,santiago,clinicaveterinariamacul.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""clinicaveterinariamacul.cl"", ""page"": ""companies/santiago/clínica-veterinaria-macul.html"", ""vertical"": ""Health""}"
Clínica Veterinaria Macul,hola@clinicaveterinariamacul.cl,+56 2 2238 6440,Clínica Veterinaria Macul,Recepción,lead,0,health,Health & Medical,santiago,clinicaveterinariamacul.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""clinicaveterinariamacul.cl"", ""page"": ""companies/santiago/clínica-veterinaria-macul.html"", ""vertical"": ""Health""}"
Hospital Veterinario Alemán,info@hva.cl,,Hospital Veterinario Alemán,Health & Medical — Santiago,lead,0,health,Health & Medical,santiago,hva.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""hva.cl"", ""page"": ""companies/santiago/hospital-veterinario-alemán.html"", ""vertical"": ""Health""}"
Hospital Veterinario Alemán,contacto@hva.cl,,Hospital Veterinario Alemán,Dueño/a,lead,0,health,Health & Medical,santiago,hva.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""hva.cl"", ""page"": ""companies/santiago/hospital-veterinario-alemán.html"", ""vertical"": ""Health""}"
Hospital Veterinario Alemán,ventas@hva.cl,,Hospital Veterinario Alemán,Gerente de Ventas,lead,0,health,Health & Medical,santiago,hva.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""hva.cl"", ""page"": ""companies/santiago/hospital-veterinario-alemán.html"", ""vertical"": ""Health""}"
Hospital Veterinario Alemán,admin@hva.cl,,Hospital Veterinario Alemán,Administrador/a,lead,0,health,Health & Medical,santiago,hva.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""hva.cl"", ""page"": ""companies/santiago/hospital-veterinario-alemán.html"", ""vertical"": ""Health""}"
Hospital Veterinario Alemán,hola@hva.cl,,Hospital Veterinario Alemán,Recepción,lead,0,health,Health & Medical,santiago,hva.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""hva.cl"", ""page"": ""companies/santiago/hospital-veterinario-alemán.html"", ""vertical"": ""Health""}"
CEOS Odontología,info@ceos.cl,,CEOS Odontología,Health & Medical — Santiago,lead,0,health,Health & Medical,santiago,ceos.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""ceos.cl"", ""page"": ""companies/santiago/ceos-odontología.html"", ""vertical"": ""Health""}"
CEOS Odontología,contacto@ceos.cl,,CEOS Odontología,Dueño/a,lead,0,health,Health & Medical,santiago,ceos.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""ceos.cl"", ""page"": ""companies/santiago/ceos-odontología.html"", ""vertical"": ""Health""}"
CEOS Odontología,ventas@ceos.cl,,CEOS Odontología,Gerente de Ventas,lead,0,health,Health & Medical,santiago,ceos.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""ceos.cl"", ""page"": ""companies/santiago/ceos-odontología.html"", ""vertical"": ""Health""}"
CEOS Odontología,admin@ceos.cl,,CEOS Odontología,Administrador/a,lead,0,health,Health & Medical,santiago,ceos.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""ceos.cl"", ""page"": ""companies/santiago/ceos-odontología.html"", ""vertical"": ""Health""}"
CEOS Odontología,hola@ceos.cl,,CEOS Odontología,Recepción,lead,0,health,Health & Medical,santiago,ceos.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""ceos.cl"", ""page"": ""companies/santiago/ceos-odontología.html"", ""vertical"": ""Health""}"
Clínica Dental Odontofobia,info@odontofobia.cl,+56 2 2225 2247 /,Clínica Dental Odontofobia,Health & Medical — Santiago,lead,0,health,Health & Medical,santiago,odontofobia.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""odontofobia.cl"", ""page"": ""companies/santiago/clínica-dental-odontofobia.html"", ""vertical"": ""Health""}"
Clínica Dental Odontofobia,contacto@odontofobia.cl,+56 2 2225 2247 /,Clínica Dental Odontofobia,Dueño/a,lead,0,health,Health & Medical,santiago,odontofobia.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""odontofobia.cl"", ""page"": ""companies/santiago/clínica-dental-odontofobia.html"", ""vertical"": ""Health""}"
Clínica Dental Odontofobia,ventas@odontofobia.cl,+56 2 2225 2247 /,Clínica Dental Odontofobia,Gerente de Ventas,lead,0,health,Health & Medical,santiago,odontofobia.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""odontofobia.cl"", ""page"": ""companies/santiago/clínica-dental-odontofobia.html"", ""vertical"": ""Health""}"
Clínica Dental Odontofobia,admin@odontofobia.cl,+56 2 2225 2247 /,Clínica Dental Odontofobia,Administrador/a,lead,0,health,Health & Medical,santiago,odontofobia.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""odontofobia.cl"", ""page"": ""companies/santiago/clínica-dental-odontofobia.html"", ""vertical"": ""Health""}"
Clínica Dental Odontofobia,hola@odontofobia.cl,+56 2 2225 2247 /,Clínica Dental Odontofobia,Recepción,lead,0,health,Health & Medical,santiago,odontofobia.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""odontofobia.cl"", ""page"": ""companies/santiago/clínica-dental-odontofobia.html"", ""vertical"": ""Health""}"
KLife Kinesiología,info@klife.cl,+56 9 5792 0007,KLife Kinesiología,Health & Medical — Santiago,lead,0,health,Health & Medical,santiago,klife.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""klife.cl"", ""page"": ""companies/santiago/klife-kinesiología.html"", ""vertical"": ""Health""}"
KLife Kinesiología,contacto@klife.cl,+56 9 5792 0007,KLife Kinesiología,Dueño/a,lead,0,health,Health & Medical,santiago,klife.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""klife.cl"", ""page"": ""companies/santiago/klife-kinesiología.html"", ""vertical"": ""Health""}"
KLife Kinesiología,ventas@klife.cl,+56 9 5792 0007,KLife Kinesiología,Gerente de Ventas,lead,0,health,Health & Medical,santiago,klife.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""klife.cl"", ""page"": ""companies/santiago/klife-kinesiología.html"", ""vertical"": ""Health""}"
KLife Kinesiología,admin@klife.cl,+56 9 5792 0007,KLife Kinesiología,Administrador/a,lead,0,health,Health & Medical,santiago,klife.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""klife.cl"", ""page"": ""companies/santiago/klife-kinesiología.html"", ""vertical"": ""Health""}"
KLife Kinesiología,hola@klife.cl,+56 9 5792 0007,KLife Kinesiología,Recepción,lead,0,health,Health & Medical,santiago,klife.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""klife.cl"", ""page"": ""companies/santiago/klife-kinesiología.html"", ""vertical"": ""Health""}"
Odontología Veterinaria Chile,info@odontovetchile.cl,+56 2 2671 0772 /,Odontología Veterinaria Chile,Health & Medical — Santiago,lead,0,health,Health & Medical,santiago,odontovetchile.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""odontovetchile.cl"", ""page"": ""companies/santiago/odontología-veterinaria-chile.html"", ""vertical"": ""Health""}"
Odontología Veterinaria Chile,contacto@odontovetchile.cl,+56 2 2671 0772 /,Odontología Veterinaria Chile,Dueño/a,lead,0,health,Health & Medical,santiago,odontovetchile.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""odontovetchile.cl"", ""page"": ""companies/santiago/odontología-veterinaria-chile.html"", ""vertical"": ""Health""}"
Odontología Veterinaria Chile,ventas@odontovetchile.cl,+56 2 2671 0772 /,Odontología Veterinaria Chile,Gerente de Ventas,lead,0,health,Health & Medical,santiago,odontovetchile.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""odontovetchile.cl"", ""page"": ""companies/santiago/odontología-veterinaria-chile.html"", ""vertical"": ""Health""}"
Odontología Veterinaria Chile,admin@odontovetchile.cl,+56 2 2671 0772 /,Odontología Veterinaria Chile,Administrador/a,lead,0,health,Health & Medical,santiago,odontovetchile.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""odontovetchile.cl"", ""page"": ""companies/santiago/odontología-veterinaria-chile.html"", ""vertical"": ""Health""}"
Odontología Veterinaria Chile,hola@odontovetchile.cl,+56 2 2671 0772 /,Odontología Veterinaria Chile,Recepción,lead,0,health,Health & Medical,santiago,odontovetchile.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""odontovetchile.cl"", ""page"": ""companies/santiago/odontología-veterinaria-chile.html"", ""vertical"": ""Health""}"
Época Estilistas,info@epocaestilistas.com,+56 9 8548 2498,Época Estilistas,Beauty & Wellness — Santiago,lead,0,beauty,Beauty & Wellness,santiago,epocaestilistas.cl,"{""city"": ""santiago"", ""niche"": ""beauty"", ""website"": ""epocaestilistas.cl"", ""page"": ""companies/santiago/época-estilistas.html"", ""vertical"": ""Beauty""}"
Época Estilistas,contacto@epocaestilistas.com,+56 9 8548 2498,Época Estilistas,Dueño/a,lead,0,beauty,Beauty & Wellness,santiago,epocaestilistas.cl,"{""city"": ""santiago"", ""niche"": ""beauty"", ""website"": ""epocaestilistas.cl"", ""page"": ""companies/santiago/época-estilistas.html"", ""vertical"": ""Beauty""}"
Época Estilistas,ventas@epocaestilistas.com,+56 9 8548 2498,Época Estilistas,Gerente de Ventas,lead,0,beauty,Beauty & Wellness,santiago,epocaestilistas.cl,"{""city"": ""santiago"", ""niche"": ""beauty"", ""website"": ""epocaestilistas.cl"", ""page"": ""companies/santiago/época-estilistas.html"", ""vertical"": ""Beauty""}"
Época Estilistas,admin@epocaestilistas.com,+56 9 8548 2498,Época Estilistas,Administrador/a,lead,0,beauty,Beauty & Wellness,santiago,epocaestilistas.cl,"{""city"": ""santiago"", ""niche"": ""beauty"", ""website"": ""epocaestilistas.cl"", ""page"": ""companies/santiago/época-estilistas.html"", ""vertical"": ""Beauty""}"
Época Estilistas,hola@epocaestilistas.com,+56 9 8548 2498,Época Estilistas,Recepción,lead,0,beauty,Beauty & Wellness,santiago,epocaestilistas.cl,"{""city"": ""santiago"", ""niche"": ""beauty"", ""website"": ""epocaestilistas.cl"", ""page"": ""companies/santiago/época-estilistas.html"", ""vertical"": ""Beauty""}"
Centro de Estética Mary Blanca,contactomaryblanca@gmail.com,+56 2 2695 8188 /,Centro de Estética Mary Blanca,Beauty & Wellness — Santiago,lead,0,beauty,Beauty & Wellness,santiago,maryblanca.cl,"{""city"": ""santiago"", ""niche"": ""beauty"", ""website"": ""maryblanca.cl"", ""page"": ""companies/santiago/centro-de-estética-mary-blanca.html"", ""vertical"": ""Beauty""}"
Nails Divine,nailsdivinespa@gmail.com,+56 2 2886 1647 /,Nails Divine,Beauty & Wellness — Santiago,lead,0,beauty,Beauty & Wellness,santiago,nailsdivine.cl,"{""city"": ""santiago"", ""niche"": ""beauty"", ""website"": ""nailsdivine.cl"", ""page"": ""companies/santiago/nails-divine.html"", ""vertical"": ""Beauty""}"
Bárbaros Barbería,info@barbarosbarberia.cl,+56 9 6223 6503,Bárbaros Barbería,Restaurants & Gastronomy — Santiago,lead,0,restaurants,Restaurants & Gastronomy,santiago,barbarosbarberia.cl,"{""city"": ""santiago"", ""niche"": ""restaurants"", ""website"": ""barbarosbarberia.cl"", ""page"": ""companies/santiago/bárbaros-barbería.html"", ""vertical"": ""Beauty""}"
Bárbaros Barbería,contacto@barbarosbarberia.cl,+56 9 6223 6503,Bárbaros Barbería,Dueño/a,lead,0,restaurants,Restaurants & Gastronomy,santiago,barbarosbarberia.cl,"{""city"": ""santiago"", ""niche"": ""restaurants"", ""website"": ""barbarosbarberia.cl"", ""page"": ""companies/santiago/bárbaros-barbería.html"", ""vertical"": ""Beauty""}"
Bárbaros Barbería,ventas@barbarosbarberia.cl,+56 9 6223 6503,Bárbaros Barbería,Gerente de Ventas,lead,0,restaurants,Restaurants & Gastronomy,santiago,barbarosbarberia.cl,"{""city"": ""santiago"", ""niche"": ""restaurants"", ""website"": ""barbarosbarberia.cl"", ""page"": ""companies/santiago/bárbaros-barbería.html"", ""vertical"": ""Beauty""}"
Bárbaros Barbería,admin@barbarosbarberia.cl,+56 9 6223 6503,Bárbaros Barbería,Administrador/a,lead,0,restaurants,Restaurants & Gastronomy,santiago,barbarosbarberia.cl,"{""city"": ""santiago"", ""niche"": ""restaurants"", ""website"": ""barbarosbarberia.cl"", ""page"": ""companies/santiago/bárbaros-barbería.html"", ""vertical"": ""Beauty""}"
Bárbaros Barbería,hola@barbarosbarberia.cl,+56 9 6223 6503,Bárbaros Barbería,Recepción,lead,0,restaurants,Restaurants & Gastronomy,santiago,barbarosbarberia.cl,"{""city"": ""santiago"", ""niche"": ""restaurants"", ""website"": ""barbarosbarberia.cl"", ""page"": ""companies/santiago/bárbaros-barbería.html"", ""vertical"": ""Beauty""}"
Club de la Barba,info@clubdelabarba.com,+56 9 7206 3315,Club de la Barba,Restaurants & Gastronomy — Santiago,lead,0,restaurants,Restaurants & Gastronomy,santiago,clubdelabarba.cl,"{""city"": ""santiago"", ""niche"": ""restaurants"", ""website"": ""clubdelabarba.cl"", ""page"": ""companies/santiago/club-de-la-barba.html"", ""vertical"": ""Beauty""}"
Club de la Barba,contacto@clubdelabarba.com,+56 9 7206 3315,Club de la Barba,Dueño/a,lead,0,restaurants,Restaurants & Gastronomy,santiago,clubdelabarba.cl,"{""city"": ""santiago"", ""niche"": ""restaurants"", ""website"": ""clubdelabarba.cl"", ""page"": ""companies/santiago/club-de-la-barba.html"", ""vertical"": ""Beauty""}"
Club de la Barba,ventas@clubdelabarba.com,+56 9 7206 3315,Club de la Barba,Gerente de Ventas,lead,0,restaurants,Restaurants & Gastronomy,santiago,clubdelabarba.cl,"{""city"": ""santiago"", ""niche"": ""restaurants"", ""website"": ""clubdelabarba.cl"", ""page"": ""companies/santiago/club-de-la-barba.html"", ""vertical"": ""Beauty""}"
Club de la Barba,admin@clubdelabarba.com,+56 9 7206 3315,Club de la Barba,Administrador/a,lead,0,restaurants,Restaurants & Gastronomy,santiago,clubdelabarba.cl,"{""city"": ""santiago"", ""niche"": ""restaurants"", ""website"": ""clubdelabarba.cl"", ""page"": ""companies/santiago/club-de-la-barba.html"", ""vertical"": ""Beauty""}"
Club de la Barba,hola@clubdelabarba.com,+56 9 7206 3315,Club de la Barba,Recepción,lead,0,restaurants,Restaurants & Gastronomy,santiago,clubdelabarba.cl,"{""city"": ""santiago"", ""niche"": ""restaurants"", ""website"": ""clubdelabarba.cl"", ""page"": ""companies/santiago/club-de-la-barba.html"", ""vertical"": ""Beauty""}"
Pamelan,info@pamelan.cl,+56 9 6608 4061,Pamelan,Beauty & Wellness — Santiago,lead,0,beauty,Beauty & Wellness,santiago,pamelan.cl,"{""city"": ""santiago"", ""niche"": ""beauty"", ""website"": ""pamelan.cl"", ""page"": ""companies/santiago/pamelan.html"", ""vertical"": ""Beauty""}"
Pamelan,contacto@pamelan.cl,+56 9 6608 4061,Pamelan,Dueño/a,lead,0,beauty,Beauty & Wellness,santiago,pamelan.cl,"{""city"": ""santiago"", ""niche"": ""beauty"", ""website"": ""pamelan.cl"", ""page"": ""companies/santiago/pamelan.html"", ""vertical"": ""Beauty""}"
Pamelan,ventas@pamelan.cl,+56 9 6608 4061,Pamelan,Gerente de Ventas,lead,0,beauty,Beauty & Wellness,santiago,pamelan.cl,"{""city"": ""santiago"", ""niche"": ""beauty"", ""website"": ""pamelan.cl"", ""page"": ""companies/santiago/pamelan.html"", ""vertical"": ""Beauty""}"
Pamelan,admin@pamelan.cl,+56 9 6608 4061,Pamelan,Administrador/a,lead,0,beauty,Beauty & Wellness,santiago,pamelan.cl,"{""city"": ""santiago"", ""niche"": ""beauty"", ""website"": ""pamelan.cl"", ""page"": ""companies/santiago/pamelan.html"", ""vertical"": ""Beauty""}"
Pamelan,hola@pamelan.cl,+56 9 6608 4061,Pamelan,Recepción,lead,0,beauty,Beauty & Wellness,santiago,pamelan.cl,"{""city"": ""santiago"", ""niche"": ""beauty"", ""website"": ""pamelan.cl"", ""page"": ""companies/santiago/pamelan.html"", ""vertical"": ""Beauty""}"
Beauty Nails Spa,pamelagiovanna@hotmail.com,+56 2 2403 2674,Beauty Nails Spa,Beauty & Wellness — Santiago,lead,0,beauty,Beauty & Wellness,santiago,No website,"{""city"": ""santiago"", ""niche"": ""beauty"", ""website"": ""No website"", ""page"": ""companies/santiago/beauty-nails-spa.html"", ""vertical"": ""Beauty""}"
Daninails Spa,info@daninailsspa.cl,+56 9 8708 2462,Daninails Spa,Beauty & Wellness — Santiago,lead,0,beauty,Beauty & Wellness,santiago,daninailsspa.cl,"{""city"": ""santiago"", ""niche"": ""beauty"", ""website"": ""daninailsspa.cl"", ""page"": ""companies/santiago/daninails-spa.html"", ""vertical"": ""Beauty""}"
Daninails Spa,contacto@daninailsspa.cl,+56 9 8708 2462,Daninails Spa,Dueño/a,lead,0,beauty,Beauty & Wellness,santiago,daninailsspa.cl,"{""city"": ""santiago"", ""niche"": ""beauty"", ""website"": ""daninailsspa.cl"", ""page"": ""companies/santiago/daninails-spa.html"", ""vertical"": ""Beauty""}"
Daninails Spa,ventas@daninailsspa.cl,+56 9 8708 2462,Daninails Spa,Gerente de Ventas,lead,0,beauty,Beauty & Wellness,santiago,daninailsspa.cl,"{""city"": ""santiago"", ""niche"": ""beauty"", ""website"": ""daninailsspa.cl"", ""page"": ""companies/santiago/daninails-spa.html"", ""vertical"": ""Beauty""}"
Daninails Spa,admin@daninailsspa.cl,+56 9 8708 2462,Daninails Spa,Administrador/a,lead,0,beauty,Beauty & Wellness,santiago,daninailsspa.cl,"{""city"": ""santiago"", ""niche"": ""beauty"", ""website"": ""daninailsspa.cl"", ""page"": ""companies/santiago/daninails-spa.html"", ""vertical"": ""Beauty""}"
Daninails Spa,hola@daninailsspa.cl,+56 9 8708 2462,Daninails Spa,Recepción,lead,0,beauty,Beauty & Wellness,santiago,daninailsspa.cl,"{""city"": ""santiago"", ""niche"": ""beauty"", ""website"": ""daninailsspa.cl"", ""page"": ""companies/santiago/daninails-spa.html"", ""vertical"": ""Beauty""}"
Nails in the City,info@nailsinthecity.cl,+56 9 4773 5416,Nails in the City,Beauty & Wellness — Santiago,lead,0,beauty,Beauty & Wellness,santiago,nailsinthecity.cl,"{""city"": ""santiago"", ""niche"": ""beauty"", ""website"": ""nailsinthecity.cl"", ""page"": ""companies/santiago/nails-in-the-city.html"", ""vertical"": ""Beauty""}"
Nails in the City,contacto@nailsinthecity.cl,+56 9 4773 5416,Nails in the City,Dueño/a,lead,0,beauty,Beauty & Wellness,santiago,nailsinthecity.cl,"{""city"": ""santiago"", ""niche"": ""beauty"", ""website"": ""nailsinthecity.cl"", ""page"": ""companies/santiago/nails-in-the-city.html"", ""vertical"": ""Beauty""}"
Nails in the City,ventas@nailsinthecity.cl,+56 9 4773 5416,Nails in the City,Gerente de Ventas,lead,0,beauty,Beauty & Wellness,santiago,nailsinthecity.cl,"{""city"": ""santiago"", ""niche"": ""beauty"", ""website"": ""nailsinthecity.cl"", ""page"": ""companies/santiago/nails-in-the-city.html"", ""vertical"": ""Beauty""}"
Nails in the City,admin@nailsinthecity.cl,+56 9 4773 5416,Nails in the City,Administrador/a,lead,0,beauty,Beauty & Wellness,santiago,nailsinthecity.cl,"{""city"": ""santiago"", ""niche"": ""beauty"", ""website"": ""nailsinthecity.cl"", ""page"": ""companies/santiago/nails-in-the-city.html"", ""vertical"": ""Beauty""}"
Nails in the City,hola@nailsinthecity.cl,+56 9 4773 5416,Nails in the City,Recepción,lead,0,beauty,Beauty & Wellness,santiago,nailsinthecity.cl,"{""city"": ""santiago"", ""niche"": ""beauty"", ""website"": ""nailsinthecity.cl"", ""page"": ""companies/santiago/nails-in-the-city.html"", ""vertical"": ""Beauty""}"
Caballeros Barbería,info@netwebmedia.com,,Caballeros Barbería,Restaurants & Gastronomy — Santiago,lead,0,restaurants,Restaurants & Gastronomy,santiago,caballerosbarberiaoficial.cl,"{""city"": ""santiago"", ""niche"": ""restaurants"", ""website"": ""caballerosbarberiaoficial.cl"", ""page"": ""companies/santiago/caballeros-barbería.html"", ""vertical"": ""Beauty""}"
Caballeros Barbería,contacto@netwebmedia.com,,Caballeros Barbería,Dueño/a,lead,0,restaurants,Restaurants & Gastronomy,santiago,caballerosbarberiaoficial.cl,"{""city"": ""santiago"", ""niche"": ""restaurants"", ""website"": ""caballerosbarberiaoficial.cl"", ""page"": ""companies/santiago/caballeros-barbería.html"", ""vertical"": ""Beauty""}"
Caballeros Barbería,ventas@netwebmedia.com,,Caballeros Barbería,Gerente de Ventas,lead,0,restaurants,Restaurants & Gastronomy,santiago,caballerosbarberiaoficial.cl,"{""city"": ""santiago"", ""niche"": ""restaurants"", ""website"": ""caballerosbarberiaoficial.cl"", ""page"": ""companies/santiago/caballeros-barbería.html"", ""vertical"": ""Beauty""}"
Caballeros Barbería,admin@netwebmedia.com,,Caballeros Barbería,Administrador/a,lead,0,restaurants,Restaurants & Gastronomy,santiago,caballerosbarberiaoficial.cl,"{""city"": ""santiago"", ""niche"": ""restaurants"", ""website"": ""caballerosbarberiaoficial.cl"", ""page"": ""companies/santiago/caballeros-barbería.html"", ""vertical"": ""Beauty""}"
Caballeros Barbería,hola@netwebmedia.com,,Caballeros Barbería,Recepción,lead,0,restaurants,Restaurants & Gastronomy,santiago,caballerosbarberiaoficial.cl,"{""city"": ""santiago"", ""niche"": ""restaurants"", ""website"": ""caballerosbarberiaoficial.cl"", ""page"": ""companies/santiago/caballeros-barbería.html"", ""vertical"": ""Beauty""}"
Hostal Providencia,reservas@hostalprovidencia.com,+56 9 5438 7326,Hostal Providencia,Tourism & Hospitality — Santiago,lead,0,tourism,Tourism & Hospitality,santiago,hostalprovidencia.com,"{""city"": ""santiago"", ""niche"": ""tourism"", ""website"": ""hostalprovidencia.com"", ""page"": ""companies/santiago/hostal-providencia.html"", ""vertical"": ""Tourism""}"
ApartHotel Elite Las Condes,reservas@hoteleraelite.com,+56 2 2380 5025 / +56 9 3392 6142,ApartHotel Elite Las Condes,Tourism & Hospitality — Santiago,lead,0,tourism,Tourism & Hospitality,santiago,apartelite.com,"{""city"": ""santiago"", ""niche"": ""tourism"", ""website"": ""apartelite.com"", ""page"": ""companies/santiago/aparthotel-elite-las-condes.html"", ""vertical"": ""Tourism""}"
Park Plaza Apart Hotel,bookings@parkplaza.cl,+56 2 2372 4010,Park Plaza Apart Hotel,Tourism & Hospitality — Santiago,lead,0,tourism,Tourism & Hospitality,santiago,parkapartments.cl,"{""city"": ""santiago"", ""niche"": ""tourism"", ""website"": ""parkapartments.cl"", ""page"": ""companies/santiago/park-plaza-apart-hotel.html"", ""vertical"": ""Tourism""}"
CEOS Odontología,recepcion@ceos.cl,,CEOS Odontología,Health & Medical — Santiago,lead,0,health,Health & Medical,santiago,ceos.cl,"{""city"": ""santiago"", ""niche"": ""health"", ""website"": ""ceos.cl"", ""page"": ""companies/santiago/ceos-odontología.html"", ""vertical"": ""Health""}"
Caballeros Barbería,hello@netwebmedia.com,,Caballeros Barbería,Restaurants & Gastronomy — Santiago,lead,0,restaurants,Restaurants & Gastronomy,santiago,caballerosbarberiaoficial.cl,"{""city"": ""santiago"", ""niche"": ""restaurants"", ""website"": ""caballerosbarberiaoficial.cl"", ""page"": ""companies/santiago/caballeros-barbería.html"", ""vertical"": ""Beauty""}"
